D�a;Mes;Hora;Minuto;Dia/noche;Sistema FV Andes 80kWp - Lufft WS501 BM: RS485-2 67 - Humedad relativa del aire 1 [%] - E_AH_REL1;Sistema FV Andes 80kWp - Meteocontrol Si-I-420-T BM: MI-1 BM: MI-2 - Radiación [Wh/m²] - SRAD;Sistema FV Andes 80kWp - Básicos - Temperatura de modulos [°C] - T_M0;Sistema FV Andes 80kWp - Básicos - TempT [t] - TA;Sistema FV Andes 80kWp - Lufft WS501 BM: RS485-2 67 - Radiación [Wh/m²] - SRAD
15;2;1;15;1;78.923;0.992;10.002;20.007;0
15;2;1;30;1;79.225;0.994;9.927;20.155;0
15;2;1;45;1;77.409;0.995;10.466;21.579;1.12
15;2;2;0;1;76.2;1.001;11.314;23.152;0.993
15;2;2;15;1;75.523;0.997;11.166;23.074;0.004
15;2;2;30;1;74.065;0.995;11.063;23.271;0.001
15;2;2;45;1;74.986;0.991;10.999;23.058;0.015
15;2;3;0;1;76.179;0.996;11.808;23.538;0.808
15;2;3;15;1;76.419;1.002;12.735;24.381;0.522
15;2;3;30;1;75.556;1.007;13.392;25.281;0.089
15;2;3;45;1;76.913;1.002;12.513;24.274;0
15;2;4;0;1;78.003;0.999;12.497;24.245;0.21
15;2;4;15;1;76.32;1.001;13.05;25.251;0.143
15;2;4;30;1;76.189;1.003;13.031;25.364;0
15;2;4;45;1;75.037;1.003;13.575;26.188;0
15;2;5;0;1;72.272;1.007;13.815;26.887;0.137
15;2;5;15;1;74.197;1.008;13.773;26.591;0
15;2;5;30;1;76.369;1.007;13.775;26.175;0
15;2;5;45;1;76.952;1.003;13.435;25.596;0
15;2;6;0;1;74.579;1.012;13.693;26.275;0
15;2;6;15;1;74.657;2.737;13.498;26.005;1.006
15;2;6;30;1;72.747;12.879;12.963;25.717;13.305
15;2;6;45;1;71.038;34.671;13.895;26.741;41.01
15;2;7;0;1;71.147;59.443;14.747;27.284;73.534
15;2;7;15;1;69.582;57.941;14.593;27.326;72.471
15;2;7;30;1;67.042;107.055;15.926;28.774;119.782
15;2;7;45;1;67.508;106.329;16.725;29.424;126.919
15;2;8;0;1;69.435;126.271;17.64;30.111;155.431
15;2;8;15;1;69.617;171.532;19.07;31.455;193.755
15;2;8;30;1;68.611;203.503;20.531;32.612;215.243
15;2;8;45;1;67.262;462.411;24.947;35.82;442.305
15;2;9;0;1;63.907;642.593;31.555;39.907;591.166
15;2;9;15;1;63.226;734.068;34.95;41.55;666.306
15;2;9;30;1;56.563;731.05;41.203;44.169;690.688
15;2;9;45;1;56.705;320.736;31.563;40.709;333.337
15;2;10;0;1;60.702;342.339;27.62;38.453;357.117
15;2;10;15;1;59.284;256.787;25.512;37.463;273.082
15;2;10;30;1;55.918;372.991;29.98;40.618;410.146
15;2;10;45;1;51.604;903.533;45.115;44.874;863.433
15;2;11;0;1;47.071;1108.299;56.305;44.173;1057.245
15;2;11;15;1;52.065;1113.807;50.816;45.23;1044.207
15;2;11;30;1;52.863;1100.061;47.599;45.164;1062.759
15;2;11;45;1;52.591;979.589;49.077;45.168;980.333
15;2;12;0;0;54.962;1120.757;44.347;44.892;1105.256
15;2;12;15;0;55.727;853.197;39.558;43.804;885.225
15;2;12;30;0;59.931;1165.152;43.935;44.713;1176.337
15;2;12;45;0;59.407;1093.619;42.921;44.504;1112.695
15;2;1;0;0;54.789;959.9;44.365;44.915;1003.887
15;2;1;15;0;53.123;805.126;41.599;44.459;900.825
15;2;1;30;0;52.072;400.024;32.689;42.05;481.839
15;2;1;45;0;53.03;352.719;29.435;40.634;441.964
15;2;2;0;0;50.532;408.413;30.95;41.645;930.503
15;2;2;15;0;49.308;275.513;28.866;40.993;914.563
15;2;2;30;0;50.357;210.604;26.231;39.513;494.843
15;2;2;45;0;52.296;221.412;25.43;38.82;301.032
15;2;3;0;0;55.398;289.79;25.655;38.419;377.866
15;2;3;15;0;55.965;277.393;25.31;38.219;387.179
15;2;3;30;0;52.935;262.911;26.507;39.304;427.191
15;2;3;45;0;54.417;237.715;25.816;38.655;333.419
15;2;4;0;0;52.841;208.57;25.024;38.255;283.299
15;2;4;15;0;53.514;181.383;23.709;37.464;236.42
15;2;4;30;0;54.645;150.669;23.286;37.238;183.563
15;2;4;45;0;55.55;125.064;22.906;37.102;145.369
15;2;5;0;0;59.607;102.011;21.079;35.271;118.283
15;2;5;15;0;62.053;63.059;18.632;32.914;82.841
15;2;5;30;0;63.053;29.077;16.777;31.173;44.974
15;2;5;45;0;64.543;17.865;15.959;30.279;29.366
15;2;6;0;0;65.892;9.98;15.547;29.798;16.188
15;2;6;15;0;67.636;3.865;15.337;29.461;4.031
15;2;6;30;0;69.032;1.102;15.313;29.275;0
15;2;6;45;0;69.009;1.046;14.81;28.784;0
15;2;7;0;0;70.122;1.041;14.843;28.735;0
15;2;7;15;0;69.947;1.039;15.386;29.229;0
15;2;7;30;0;68.664;1.043;15.802;29.814;0
15;2;7;45;0;67.551;1.04;15.953;30.161;0
15;2;8;0;0;69.333;1.034;15.842;29.678;0
15;2;8;15;0;70.167;1.034;15.713;29.505;0
15;2;8;30;0;72.326;1.031;15.34;28.818;0
15;2;8;45;0;71.611;1.029;15.355;28.927;0
15;2;9;0;0;69.907;1.029;15.533;29.412;0
15;2;9;15;0;70.117;1.027;15.48;29.345;0
15;2;9;30;0;70.615;1.024;15.487;29.11;0
15;2;9;45;0;70.57;1.023;15.254;28.84;0
15;2;10;0;0;71.379;1.021;14.669;28.111;0
15;2;10;15;0;73.023;1.017;13.808;27.027;0
15;2;10;30;0;72.639;1.015;13.359;26.429;0
15;2;10;45;0;70.231;1.018;13.516;26.729;0
15;2;11;0;0;69.785;1.021;13.537;26.756;0
15;2;11;15;0;70.636;1.018;13.239;26.277;0
15;2;11;30;0;70.573;1.015;12.495;25.625;0
15;2;11;45;0;70.392;1.011;12.396;25.499;0.199
16;2;12;0;1;69.136;1.013;13.153;26.191;1.393
16;2;12;15;1;69.154;1.022;14.166;27.181;0.166
16;2;12;30;1;69.611;1.021;14.393;27.41;0
16;2;12;45;1;68.99;1.019;14.483;27.505;0
16;2;1;0;1;67.311;1.02;14.767;28.162;0
16;2;1;15;1;69.8;1.017;14.696;27.704;0
16;2;1;30;1;69.218;1.008;13.936;26.919;0
16;2;1;45;1;71.129;0.997;12.588;25.414;0
16;2;2;0;1;71.055;0.989;11.881;24.058;0
16;2;2;15;1;71.771;0.991;11.466;23.31;0
16;2;2;30;1;75.405;0.992;10.906;22.043;0
16;2;2;45;1;76.171;0.993;10.611;21.365;0
16;2;3;0;1;76.215;0.995;10.505;21.143;0.043
16;2;3;15;1;76.019;0.999;10.797;21.478;0
16;2;3;30;1;75.958;1.001;11.089;21.777;0.119
16;2;3;45;1;72.247;1.007;12.207;23.791;1.258
16;2;4;0;1;72.267;1.01;12.368;24.179;0.001
16;2;4;15;1;71.857;1.005;12.245;24.224;0
16;2;4;30;1;74.042;0.999;11.662;23.191;0
16;2;4;45;1;75.623;0.99;10.866;21.895;0
16;2;5;0;1;77.585;0.983;10.237;20.723;0
16;2;5;15;1;74.855;0.986;10.863;21.938;0.166
16;2;5;30;1;76.644;0.983;10.887;21.403;0.058
16;2;5;45;1;76.396;0.981;10.561;21.144;0.163
16;2;6;0;1;78.485;1.019;10.077;20.153;0.006
16;2;6;15;1;77.079;3.127;10.453;20.911;2.485
16;2;6;30;1;76.069;15.154;11.098;21.879;16.497
16;2;6;45;1;75.884;32.332;11.895;22.983;37.176
16;2;7;0;1;75.029;53.35;12.939;24.369;66.183
16;2;7;15;1;73.009;68.321;14.53;26.561;87.588
16;2;7;30;1;72.609;70.329;15.483;27.769;91.815
16;2;7;45;1;71.831;64.843;15.627;28.107;82.673
16;2;8;0;1;72.124;89.332;15.969;28.148;110.489
16;2;8;15;1;67.997;162.079;18.423;30.835;160.551
16;2;8;30;1;64.808;125.227;19.511;32.276;136.463
16;2;8;45;1;62.867;174.562;21.675;34.336;182.589
16;2;9;0;1;59.552;226.271;23.831;36.382;228.394
16;2;9;15;1;57.337;241.333;26.321;38.253;240.18
16;2;9;30;1;57.947;239.787;25.073;37.493;245.77
16;2;9;45;1;57.161;404.751;29.884;40.114;388.406
16;2;10;0;1;55.995;324.103;29.641;40.123;330.913
16;2;10;15;1;57.241;376.867;27.939;39.03;376.327
16;2;10;30;1;57.183;268.51;26.753;38.323;293.016
16;2;10;45;1;57.192;285.469;25.994;37.899;311.515
16;2;11;0;1;55.178;260.9;26.2;38.374;285.018
16;2;11;15;1;50.557;313.007;30.276;41.093;329.727
16;2;11;30;1;51.435;341.699;30.387;41.183;352.368
16;2;11;45;1;49.695;616.485;37.347;43.598;630.601
16;2;12;0;0;48.286;576.926;41.69;44.652;571.01
16;2;12;15;0;50.511;548.817;37.533;43.632;570.074
16;2;12;30;0;49.061;727.554;42.423;44.705;736.473
16;2;12;45;0;45.032;599.737;43.169;44.911;615.022
16;2;1;0;0;46.246;579.229;42.018;44.76;601.056
16;2;1;15;0;46.289;828.324;47.38;45.087;856.374
16;2;1;30;0;43.988;726.013;46.752;44.931;914.123
16;2;1;45;0;44.707;242.169;31.987;42.413;1021.193
16;2;2;0;0;46.545;302.449;30.151;41.632;912.894
16;2;2;15;0;46.121;279.567;30.508;41.904;971.862
16;2;2;30;0;46.993;266.422;28.768;41.052;914.684
16;2;2;45;0;45.427;191.355;27.227;40.63;865.481
16;2;3;0;0;43.485;124.509;25.492;40.203;791.015
16;2;3;15;0;47.357;100.431;23.511;38.489;592.595
16;2;3;30;0;46.534;64.041;21.649;37.479;685.85
16;2;3;45;0;48.095;70.061;21.137;36.739;482.955
16;2;4;0;0;48.355;60.837;20.667;36.428;170.004
16;2;4;15;0;50.147;55.073;19.925;35.62;177.375
16;2;4;30;0;51.517;44.211;19.351;35.047;330.355
16;2;4;45;0;53.111;33.132;18.452;34.047;367.751
16;2;5;0;0;53.367;28.461;17.939;33.749;312.605
16;2;5;15;0;53.592;34.228;17.879;33.683;250.842
16;2;5;30;0;57.855;31.032;17.343;32.575;118.505
16;2;5;45;0;59.713;19.633;16.563;31.531;77.297
16;2;6;0;0;61.723;12.373;16.015;30.852;32.307
16;2;6;15;0;64.323;3.709;15.219;29.841;2.087
16;2;6;30;0;64.999;1.071;14.674;29.376;0
16;2;6;45;0;65.381;1.035;14.517;29.033;0
16;2;7;0;0;67.323;1.031;14.328;28.52;0
16;2;7;15;0;66.249;1.031;14.226;28.539;0
16;2;7;30;0;65.404;1.025;13.754;28.158;0.278
16;2;7;45;0;67.079;1.024;13.67;27.863;0
16;2;8;0;0;68.032;1.021;13.718;27.648;0.116
16;2;8;15;0;67.487;1.021;13.587;27.503;0
16;2;8;30;0;68.36;1.021;13.303;27.132;0
16;2;8;45;0;68.469;1.021;13.62;27.368;0.363
16;2;9;0;0;67.397;1.024;13.789;27.701;0
16;2;9;15;0;67.645;1.021;13.634;27.422;0
16;2;9;30;0;67.769;1.02;13.889;27.638;0.015
16;2;9;45;0;68.369;1.022;14.478;28.202;0.313
16;2;10;0;0;70.223;1.02;14.141;27.611;0
16;2;10;15;0;71.512;1.018;14.261;27.507;0.02
16;2;10;30;0;71.339;1.019;14.565;27.85;0.14
16;2;10;45;0;72.713;1.015;13.997;27.167;0
16;2;11;0;0;72.151;1.011;13.97;27.189;0
16;2;11;15;0;72.288;1.007;13.741;26.929;0
16;2;11;30;0;72.465;1.007;13.327;26.224;0
16;2;11;45;0;69.13;1.001;12.877;26.012;0.058
17;2;12;0;1;69.608;1.003;13.217;26.216;0.07
17;2;12;15;1;70.122;1.008;13.444;26.315;0.025
17;2;12;30;1;68.587;1.009;13.446;26.521;0.167
17;2;12;45;1;67.817;1.006;13.415;26.369;0
17;2;1;0;1;67.905;1.007;13.023;26.103;0
17;2;1;15;1;67.447;1.006;12.892;26.044;0.045
17;2;1;30;1;67.692;1.007;13.598;26.661;0.157
17;2;1;45;1;68.677;1.011;13.985;26.87;0
17;2;2;0;1;69.702;1.008;13.88;26.561;0
17;2;2;15;1;69.12;1.005;13.447;26.409;0
17;2;2;30;1;70.794;0.999;12.685;25.388;0
17;2;2;45;1;73.029;0.995;12.011;24.26;0
17;2;3;0;1;74.189;0.99;11.333;23.288;0
17;2;3;15;1;75.73;0.987;10.865;22.352;0
17;2;3;30;1;75.51;0.989;10.407;21.873;0
17;2;3;45;1;75.047;0.989;10.329;21.665;0.01
17;2;4;0;1;73.956;0.993;10.409;21.666;0.658
17;2;4;15;1;72.343;0.996;10.789;22.155;0.752
17;2;4;30;1;71.753;0.997;10.969;22.402;0.205
17;2;4;45;1;73.004;0.994;10.568;21.744;0
17;2;5;0;1;76.314;0.988;10.096;20.199;0
17;2;5;15;1;76.445;0.987;9.559;19.383;0
17;2;5;30;1;74.724;0.987;9.606;19.945;0
17;2;5;45;1;71.017;0.991;10.128;21.03;0.873
17;2;6;0;1;67.713;1.287;10.183;20.995;1.311
17;2;6;15;1;63.575;4.14;10.561;21.821;5.347
17;2;6;30;1;64.445;16.144;11.467;22.939;18.111
17;2;6;45;1;66.111;34.572;12.734;24.381;36.21
17;2;7;0;1;65.128;39.198;13.524;25.334;43.119
17;2;7;15;1;65.061;43.279;14.143;26.101;48.438
17;2;7;30;1;65.648;106.125;15.254;27.176;99.562
17;2;7;45;1;63.45;101.661;17.567;29.686;106.073
17;2;8;0;1;63.907;62.101;15.493;27.827;68.137
17;2;8;15;1;65.719;74.507;15.601;27.742;82.951
17;2;8;30;1;63.215;233.627;20.595;32.489;228.471
17;2;8;45;1;63.443;409.232;25.535;36.051;376.302
17;2;9;0;1;62.381;640.175;30.019;38.816;575.584
17;2;9;15;1;52.555;877.579;41.901;44.149;790.461
17;2;9;30;1;52.815;952.931;46.209;44.939;846.341
17;2;9;45;1;53.479;939.368;39.729;43.624;847.8
17;2;10;0;1;55.162;370.744;31.551;40.703;360.851
17;2;10;15;1;54.679;486.785;31.825;40.814;463.723
17;2;10;30;1;52.624;559.439;35.899;42.75;539.087
17;2;10;45;1;49.208;457.07;34.243;42.553;452.919
17;2;11;0;1;50.941;369.222;31.303;41.171;385.883
17;2;11;15;1;55.831;283.321;27.425;38.829;315.463
17;2;11;30;1;54.372;327.088;28.417;39.57;366.475
17;2;11;45;1;50.843;335.249;31.053;41.268;378.086
17;2;12;0;0;49.871;336.206;30.097;40.902;374.329
17;2;12;15;0;47.485;303.743;31.633;41.731;352.719
17;2;12;30;0;48.942;230.685;28.611;40.392;261.661
17;2;12;45;0;49.105;457.638;32.99;42.217;520.004
17;2;1;0;0;46.953;630.736;39.421;44.168;677.05
17;2;1;15;0;46.049;617.237;44.693;44.627;670.423
17;2;1;30;0;49.075;340.709;31.42;41.467;370.657
17;2;1;45;0;49.286;270.248;28.773;40.346;288.516
17;2;2;0;0;50.049;231.661;27.92;39.895;256.782
17;2;2;15;0;50.637;280.319;28.49;40.199;347.135
17;2;2;30;0;48.742;244.933;29.804;41.074;278.501
17;2;2;45;0;48.733;178.323;26.896;39.619;183.996
17;2;3;0;0;51.337;191.799;25.527;38.445;218.316
17;2;3;15;0;52.516;158.323;24.403;37.766;168.162
17;2;3;30;0;52.97;127.234;24.174;37.705;139.921
17;2;3;45;0;53.329;107.882;22.385;36.481;112.034
17;2;4;0;0;53.667;112.305;21.985;36.079;124.101
17;2;4;15;0;55.283;93.215;21.061;35.265;101.667
17;2;4;30;0;56.059;84.768;20.433;34.838;133.331
17;2;4;45;0;58.292;57.995;18.419;32.922;89.261
17;2;5;0;0;55.217;55.907;17.955;32.738;203.217
17;2;5;15;0;53.159;36.451;17.378;32.449;181.251
17;2;5;30;0;51.08;24.101;16.983;32.717;163.246
17;2;5;45;0;52.548;17.267;16.327;31.833;52.089
17;2;6;0;0;54.382;10.889;15.564;30.56;18.687
17;2;6;15;0;55.289;4.439;15.279;30.136;3.891
17;2;6;30;0;55.387;1.237;14.695;29.492;0.002
17;2;6;45;0;59.115;1.031;13.899;28.013;0
17;2;7;0;0;58.32;1.023;13.311;27.297;0
17;2;7;15;0;57.502;1.021;13.113;27.063;0
17;2;7;30;0;59.464;1.017;12.681;25.892;0
17;2;7;45;0;54.135;1.015;12.549;26.11;0.292
17;2;8;0;0;52.712;1.019;12.597;26.302;0.056
17;2;8;15;0;54.483;1.01;12.375;25.787;0.374
17;2;8;30;0;54.107;1.011;12.565;25.922;0.565
17;2;8;45;0;54.465;1.01;12.255;25.555;0
17;2;9;0;0;56.943;1.007;11.88;24.593;0.049
17;2;9;15;0;59.541;1.001;11.41;23.307;0
17;2;9;30;0;58.928;0.997;11.073;22.576;0
17;2;9;45;0;59.6;0.999;10.703;21.8;0
17;2;10;0;0;60.207;0.996;10.555;21.427;0
17;2;10;15;0;58.44;1.002;10.974;22.427;0.083
17;2;10;30;0;59.602;1.001;11.21;22.473;0.005
17;2;10;45;0;59.066;0.993;10.76;21.685;0
17;2;11;0;0;56.402;0.994;10.79;22.314;0.009
17;2;11;15;0;56.676;0.995;10.941;22.411;0.114
17;2;11;30;0;59.656;0.99;10.681;21.945;0
17;2;11;45;0;57.065;0.989;10.669;22.021;0.38
18;2;12;0;1;56.758;0.989;10.786;22.019;0.229
18;2;12;15;1;53.077;0.992;10.937;22.45;0.469
18;2;12;30;1;52.829;0.991;10.993;22.203;0.166
18;2;12;45;1;52.948;0.991;10.845;22.141;0.177
18;2;1;0;1;53.279;0.988;10.693;21.45;0.151
18;2;1;15;1;53.867;0.983;10.117;20.332;0.109
18;2;1;30;1;55.501;0.987;9.983;20.216;0
18;2;1;45;1;55.621;0.985;9.901;19.829;0.191
18;2;2;0;1;55.977;0.988;9.863;19.528;0.001
18;2;2;15;1;55.192;0.983;9.52;19.029;0.033
18;2;2;30;1;54.103;0.987;9.684;19.392;0.011
18;2;2;45;1;53.115;0.989;9.634;19.186;0.047
18;2;3;0;1;54.197;0.979;8.909;17.661;0
18;2;3;15;1;56.025;0.981;8.481;16.857;0
18;2;3;30;1;57.811;0.984;8.288;16.464;0
18;2;3;45;1;59.149;0.987;8.261;16.401;0
18;2;4;0;1;60.825;0.989;8.071;16.008;0
18;2;4;15;1;59.79;0.989;8.391;16.735;0.001
18;2;4;30;1;58.491;0.99;8.806;17.493;0.105
18;2;4;45;1;53.996;0.985;8.839;18.431;0.319
18;2;5;0;1;53.582;0.985;9.04;19.077;0.307
18;2;5;15;1;56.703;0.98;8.761;18.136;0.064
18;2;5;30;1;54.196;0.977;8.527;18.399;0.117
18;2;5;45;1;53.013;0.974;8.772;18.948;0.914
18;2;6;0;1;51.801;1.041;9.544;20.075;2.381
18;2;6;15;1;48.291;3.085;10.369;21.75;4.645
18;2;6;30;1;47.207;10.541;10.937;22.408;12.263
18;2;6;45;1;47.861;18.599;11.143;22.618;21.07
18;2;7;0;1;47.966;24.993;11.373;22.924;28.783
18;2;7;15;1;47.146;36.817;11.707;23.468;44.697
18;2;7;30;1;46.331;300.148;18.215;30.075;214.326
18;2;7;45;1;41.295;384.254;23.67;35.172;280.677
18;2;8;0;1;41.067;451.869;27.293;37.87;339.151
18;2;8;15;1;43.265;521.341;27.978;38.126;405.087
18;2;8;30;1;41.865;590.829;31.793;40.484;473.963
18;2;8;45;1;37.437;652.755;37.189;43.079;537.117
18;2;9;0;1;36.255;713.458;41.791;44.347;595.712
18;2;9;15;1;38.813;766.03;43.854;44.586;648.558
18;2;9;30;1;43.834;827.296;43.263;44.383;714.749
18;2;9;45;1;41.601;823.935;44.71;44.738;738.315
18;2;10;0;1;42.498;532.066;39.803;43.834;480.295
18;2;10;15;1;43.853;579.283;37.111;43.108;540.115
18;2;10;30;1;42.275;436.29;35.811;42.935;422.797
18;2;10;45;1;43.225;416.023;33.863;42.211;414.961
18;2;11;0;1;45.117;421.195;31.469;41.174;426.397
18;2;11;15;1;45.335;623.177;37.301;43.233;626.475
18;2;11;30;1;43.158;766.737;44.205;44.755;764.784
18;2;11;45;1;42.179;783.081;45.807;44.618;777.195
18;2;12;0;0;40.347;710.953;47.676;44.752;726.221
18;2;12;15;0;40.015;480.789;42.365;44.553;484.745
18;2;12;30;0;40.881;415.093;38.792;44.128;457.776
18;2;12;45;0;40.698;388.059;35.419;43.293;422.299
18;2;1;0;0;39.113;772.775;43.533;44.478;835.445
18;2;1;15;0;37.483;324.635;37.775;44.071;366.331
18;2;1;30;0;38.827;307.127;32.779;42.865;354.173
18;2;1;45;0;39.195;324.241;34.508;43.283;556.773
18;2;2;0;0;37.884;312.142;33.114;43.003;725.116
18;2;2;15;0;38.775;299.643;33.143;43.04;601.718
18;2;2;30;0;39.265;208.901;30.446;42.049;268.719
18;2;2;45;0;42.846;231.682;29.062;41.041;361.673
18;2;3;0;0;44.659;192.43;27.493;40.055;293.406
18;2;3;15;0;45.333;178.467;27.289;39.947;262.584
18;2;3;30;0;45.746;116.057;25.801;39.333;193.337
18;2;3;45;0;47.369;96.741;23.713;38.114;110.547
18;2;4;0;0;50.394;121.251;22.255;36.63;133.181
18;2;4;15;0;49.538;144.387;24.424;38.378;200.761
18;2;4;30;0;51.876;97.169;22.679;36.868;113.168
18;2;4;45;0;54.3;75.677;21.257;35.524;100.026
18;2;5;0;0;54.421;103.58;21.049;35.345;159.777
18;2;5;15;0;52.185;83.743;21.036;35.799;150.787
18;2;5;30;0;55.021;38.455;19.496;34.038;55.558
18;2;5;45;0;56.261;19.825;18.465;33.184;21.929
18;2;6;0;0;59.415;11.579;16.493;31.207;22.998
18;2;6;15;0;60.14;5.229;15.259;30.055;4.783
18;2;6;30;0;61.077;1.605;14.738;29.14;0.383
18;2;6;45;0;62.252;1.034;14.191;28.424;0
18;2;7;0;0;64.664;1.032;13.624;27.482;0
18;2;7;15;0;65.251;1.024;13.304;27.123;0
18;2;7;30;0;67.823;1.022;12.967;26.289;0
18;2;7;45;0;68.404;1.017;12.681;25.881;0
18;2;8;0;0;70.657;1.014;12.436;25.038;0
18;2;8;15;0;70.163;1.013;12.274;24.751;0
18;2;8;30;0;69.747;1.012;12.229;24.423;0.007
18;2;8;45;0;68.655;1.012;12.062;24.414;0.007
18;2;9;0;0;67.561;1.013;12.341;24.922;0.451
18;2;9;15;0;64.606;1.023;13.645;27.027;1.007
18;2;9;30;0;63.549;1.024;14.357;28.044;0.943
18;2;9;45;0;63.843;1.024;14.866;28.334;0.945
18;2;10;0;0;63.3;1.024;14.995;28.715;0
18;2;10;15;0;64.121;1.021;14.849;28.631;0
18;2;10;30;0;65.01;1.019;14.75;28.382;0
18;2;10;45;0;62.935;1.021;15.384;29.305;0
18;2;11;0;0;64.135;1.018;15.294;29.182;0
18;2;11;15;0;65.586;1.015;15.199;28.953;0
18;2;11;30;0;67.409;1.013;14.865;28.41;0
18;2;11;45;0;67.377;1.007;14.459;28.179;0
19;2;12;0;1;67.053;1.012;14.979;28.714;0
19;2;12;15;1;67.273;1.011;15.133;28.884;0
19;2;12;30;1;67.421;1.011;14.923;28.643;0
19;2;12;45;1;67.783;1.009;14.873;28.541;0
19;2;1;0;1;66.971;1.013;15.032;28.744;0
19;2;1;15;1;65.777;1.009;14.635;28.518;0
19;2;1;30;1;67.192;1.009;14.404;28.14;0
19;2;1;45;1;66.647;1.01;15.014;28.696;0
19;2;2;0;1;66.302;1.015;15.251;28.995;0
19;2;2;15;1;66.115;1.017;15.335;29.106;0
19;2;2;30;1;67.189;1.011;15.165;28.777;0
19;2;2;45;1;69.001;1.009;14.927;28.349;0
19;2;3;0;1;68.035;1.01;15.165;28.795;0
19;2;3;15;1;68.641;1.009;15.16;28.803;0
19;2;3;30;1;68.662;1.012;15.093;28.89;0
19;2;3;45;1;71.133;1.007;14.886;28.391;0
19;2;4;0;1;71.612;1.005;15.007;28.399;0
19;2;4;15;1;72.769;1.007;14.983;28.336;0
19;2;4;30;1;72.508;1.003;14.841;28.305;0
19;2;4;45;1;72.523;1.001;14.923;28.466;0
19;2;5;0;1;74.443;1;14.851;28.158;0
19;2;5;15;1;74.509;1.001;14.824;28.175;0
19;2;5;30;1;75.015;1.001;14.797;28.148;0
19;2;5;45;1;74.689;1.001;14.908;28.445;0
19;2;6;0;1;74.429;1.009;15.099;28.64;0
19;2;6;15;1;77.521;1.191;14.813;27.908;0
19;2;6;30;1;76.534;5.186;15.089;28.372;4.133
19;2;6;45;1;76.229;5.806;15.323;28.667;4.841
19;2;7;0;1;74.991;21.907;15.703;29.243;24.193
19;2;7;15;1;74.379;57.697;16.419;30.055;62.521
19;2;7;30;1;73.459;69.903;16.894;30.497;76.208
19;2;7;45;1;72.738;119.879;14.987;28.298;119.014
19;2;8;0;1;70.764;381.898;20.037;32.727;326.038
19;2;8;15;1;63.073;466.776;33.681;42.132;415.343
19;2;8;30;1;62.917;484.564;37.211;43.106;437.275
19;2;8;45;1;61.325;184.702;27.644;39.225;189.467
19;2;9;0;1;63.289;157.547;23.395;36.612;158.215
19;2;9;15;1;65.261;367.673;22.869;35.718;340.669
19;2;9;30;1;65.105;806.297;34.159;41.699;759.447
19;2;9;45;1;59.327;720.468;40.458;44.158;684.992
19;2;10;0;1;56.497;366.337;35.299;42.687;375.937
19;2;10;15;1;57.459;211.883;27.221;39.521;223.771
19;2;10;30;1;60.673;133.688;25.407;38.127;146.521
19;2;10;45;1;62.288;104.461;23.761;36.904;110.871
19;2;11;0;1;62.525;93.647;22.781;36.416;96.673
19;2;11;15;1;64.314;138.196;22.518;36.088;135.275
19;2;11;30;1;61.953;355.935;28.437;39.894;391.282
19;2;11;45;1;60.693;220.837;28.157;39.97;231.229
19;2;12;0;0;60.596;350.896;30.403;40.921;370.599
19;2;12;15;0;66.282;279.133;24.931;37.486;288.256
19;2;12;30;0;75.667;250.298;19.715;33.149;263.573
19;2;12;45;0;67.588;344.957;25.248;37.405;376.585
19;2;1;0;0;62.837;394.821;29.08;39.982;424.814
19;2;1;15;0;60.895;334.975;28.943;40.035;354.154
19;2;1;30;0;59.561;375.27;29.847;40.637;399.68
19;2;1;45;0;59.097;430.067;30.839;40.978;473.349
19;2;2;0;0;56.493;256.253;30.689;41.38;289.698
19;2;2;15;0;58.648;244.363;25.279;38.544;267.777
19;2;2;30;0;61.496;303.231;26.3;38.584;331.913
19;2;2;45;0;66.691;333.925;23.307;36.406;408.487
19;2;3;0;0;67.829;225.594;22.136;35.148;283.541
19;2;3;15;0;69.017;160.731;20.395;33.757;167.1
19;2;3;30;0;69.635;189.629;21.093;34.228;196.936
19;2;3;45;0;67.682;202.855;22.199;35.241;244.834
19;2;4;0;0;65.326;184.577;22.649;35.775;240.727
19;2;4;15;0;63.897;173.573;22.195;35.614;235.595
19;2;4;30;0;63.82;154.555;21.836;35.424;241.233
19;2;4;45;0;62.497;136.267;20.329;34.339;278.58
19;2;5;0;0;63.103;103.919;19.451;33.595;143.825
19;2;5;15;0;64.119;89.039;18.785;32.964;117.967
19;2;5;30;0;64.746;59.141;17.881;32.134;79.335
19;2;5;45;0;64.296;35.783;16.987;31.426;52.321
19;2;6;0;0;64.491;27.153;16.603;31.092;47.999
19;2;6;15;0;65.067;7.899;15.892;30.414;10.411
19;2;6;30;0;64.284;2.356;15.334;29.972;1.799
19;2;6;45;0;64.609;1.036;14.751;29.272;0
19;2;7;0;0;64.637;1.035;14.542;28.968;0.121
19;2;7;15;0;65.753;1.031;14.467;28.659;0
19;2;7;30;0;67.63;1.029;14.067;27.868;0
19;2;7;45;0;66.989;1.026;13.769;27.638;0
19;2;8;0;0;71.289;1.019;13.051;26.073;0
19;2;8;15;0;71.245;1.015;12.607;25.57;0
19;2;8;30;0;70.935;1.012;12.576;25.448;0
19;2;8;45;0;71.398;1.011;12.531;25.162;0
19;2;9;0;0;72.991;1.007;12.161;24.32;0
19;2;9;15;0;73.931;1.006;11.85;23.735;0
19;2;9;30;0;74.655;1.004;11.711;23.343;0
